KNRCON,KNR CONSTRUCTIONS LTD,Construction & Engineering,CAPITAL GOODS,
KOHINOOR,KOHINOOR FOODS LTD,AGRICULTURAL PRODUCTS,Industrials,
KOKUYOCMLN,KOKUYO CAMLIN LTD,Non-Durable Household Products,FMCG ,
KOLTEPATIL,KOLTE - PATIL DEVELOPERS LTD,Realty,CAPITAL GOODS,
KOPRAN,KOPRAN LTD,Pharmaceuticals,Healthcare,
KOTAKBANK,KOTAK MAHINDRA BANK LTD,BANKS - PVT,Finance,
KOTAKBKETF,KOTAK MAHINDRA MF - KOTAK BANKING ETF - DIVIDEND PAYOUT OPTION,MF / ETF,Finance,
KOTAKGOLD,KOTAK MUTUAL FUND - GOLD EXCHANGE TRADED FUND,MF / ETF - GOLD ETF,Finance,
KOTAKIT,KOTAK MAHINDRA MUTUAL FUND - KOTAK IT ETF - KOTAK IT ETF,MF / ETF,Finance,
KOTAKNIFTY,KOTAK MAHINDRA MUTUAL FUND-KOTAK NIFTY ETF,MF / ETF,Finance,
KOTAKNV20,KOTAK MAHINDRA MF - KOTAK NV 20 ETF - DPO,MF / ETF,Finance,
KOTAKPSUBK,KOTAK MAHINDRA MUTUAL FUND,MF / ETF,Finance,
KOTARISUG,KOTHARI SUGARS AND CHEMICALS LTD,Sugar,FMCG ,
KOTHARIPET,KOTHARI PETROCHEMICALS LTD,Petrochemicals,Basic Materials,
KOTHARIPRO,KOTHARI PRODUCTS LTD,Trading Companies & Distributors,SERVICES,
KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD,Healthcare  - Services,Healthcare,
KPIGLOBAL,K.P.I. GLOBAL INFRASTRUCTURE LTD,Electric Utilities,Utilities,
KPITTECH,KPIT TECHNOLOGIES LTD,IT Consulting & Application Software,Information Technology,
KPRMILL,K.P.R. MILL LTD,Textiles,Industrials,
KRBL,KRBL LTD,Packaged Foods,FMCG ,
KREBSBIO,KREBS BIOCHEMICALS AND INDUSTRIES LTD,Pharmaceuticals,Healthcare,
KRIDHANINF,KRIDHAN INFRA LTD,ENGINEERING / DESIGNING /CONSTRUCTION,CAPITAL GOODS,
KRISHANA,KRISHANA PHOSCHEM LTD,FERTILIZERS,Basic Materials,
KRITI,KRITI INDUSTRIES (INDIA) LTD,PLASTIC PRODUCTS,Industrials,
KRSNAA,KRSNAA DIAGNOSTICS LTD,Healthcare  - Services,Healthcare,
KSB,KSB LTD,Industrial Machinery,CAPITAL GOODS,
KSCL,KAVERI SEED COMPANY LTD,Other Agricultural Products,FMCG ,
KSL,KALYANI STEELS LTD,Iron & Steel and Intermediary Products,Basic Materials,
KTKBANK,THE KARNATAKA BANK LTD,BANKS - PVT,Finance,
KUANTUM,KUANTUM PAPERS LTD,Paper & Paper Products,Basic Materials,
KWALITY,KWALITY LTD,CONSUMER FOOD,FMCG ,
L&TFH,L&T FINANCE HOLDINGS LTD,Holding Companies,Finance,
LAGNAM,LAGNAM SPINTEX LTD,SPINNING-COTTON/BLENDED,Industrials,
LAKPRE,LAKSHMI PRECISION SCREWS LTD,IRON & STEEL PRODUCTS,Basic Materials,
LAKSHVILAS,LAKSHMI VILAS BANK LTD,BANKS - PVT,Finance,
LALPATHLAB,DR. LAL PATH LABS LTD.,Healthcare  - Services,Healthcare,
LAMBODHARA,LAMBODHARA TEXTILES LTD,Textiles,Industrials,
LAOPALA,LA OPALA RG LTD,GLASS,CAPITAL GOODS,
LASA,LASA SUPERGENERICS LTD,Healthcare  - Services,Healthcare,
LATENTVIEW,LATENT VIEW ANALYTICS LTD,IT Consulting & Application Software,Information Technology,
LAURUSLABS,LAURUS LABS LTD,Pharmaceuticals,Healthcare,
LAXMICOT,LAXMI COTSPIN LTD,SPINNING-COTTON/BLENDED,Industrials,
LAXMIMACH,LAKSHMI MACHINE WORKS LTD,Industrial Machinery,CAPITAL GOODS,
LCCINFOTEC,LCC INFOTECH LTD,Software Products,Information Technology,
LEMONTREE,LEMON TREE HOTELS LTD,Hotels,SERVICES,
LFIC,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LTD,INVESTMENT COMPANIES,Finance,
LGBBROSLTD,LG BALAKRISHNAN & BROS LTD,Auto Parts & Equipment,CDGS ,
LGBFORGE,LGB FORGE LTD, Industrial Products,Industrials,
LIBAS,LIBAS CONSUMER PRODUCTS LTD,FABRICS & GARMENTS,CDGS ,
LIBERTSHOE,LIBERTY SHOES LTD,Footwear,CDGS ,
LICHSGFIN,LIC HOUSING FINANCE LTD,Housing Finance Companies,Finance,
LICNETFGSC,LIC MF - LIC MF G-SEC LT ETF - GO,MF / ETF,Finance,
LICNETFN50,LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50,MF / ETF,Finance,
LICNETFSEN,LIC MUTUAL FUND - LIC MF EXCHANGE TRADED FUND - SENSEX,MF / ETF,Finance,
LICNFNHGP,LIC MF - LIC MF ETF - NIFTY 100,MF / ETF,Finance,
LIKHITHA,LIKHITHA INFRASTRUCTURE LTD,Construction & Engineering,CAPITAL GOODS,
LINC,LINC LTD,Non-Durable Household Products,FMCG ,
LINCOLN,LINCOLN PHARMACEUTICALS LTD,Pharmaceuticals,Healthcare,
LINDEINDIA,LINDE INDIA LTD,Industrial Gases,CAPITAL GOODS,
LIQUIDBEES,NIPPON INDIA ETF LIQUID BEES,MF / ETF,Finance,
LIQUIDETF,DSP LIQUID ETF,MF / ETF,Finance,
LODHA,MACROTECH DEVELOPERS LTD,Realty,CAPITAL GOODS,
LOKESHMACH,LOKESH MACHINES LTD,Industrial Machinery,CAPITAL GOODS,
LOTUSEYE,LOTUS EYE HOSPITAL AND INSTITUTE LTD,Healthcare  - Facilities,Healthcare,
LOVABLE,LOVABLE LINGERIE LTD,Other Apparels & Accessories,CDGS ,
LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD,Realty,CAPITAL GOODS,
LSIL,LLOYDS STEELS INDUSTRIES LTD,INDUSTRIAL EQUIPMENT,CAPITAL GOODS,
LT,LARSEN & TOUBRO LTD,Construction & Engineering,CAPITAL GOODS,
LTI,LARSEN & TOUBRO INFOTECH LTD,IT Consulting & Application Software,Information Technology,
LTTS,L&T TECHNOLOGY SERVICES LTD,Internet Software & Services,Information Technology,
LUMAXIND,LUMAX INDUSTRIES LTD,Auto Parts & Equipment,CDGS ,
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD,Auto Parts & Equipment,CDGS ,
LUPIN,LUPIN LTD,Pharmaceuticals,Healthcare,
LUXIND,LUX INDUSTRIES LTD,Other Apparels & Accessories,CDGS ,
LXCHEM,LAXMI ORGANIC INDUSTRIES LTD,Specialty Chemicals,Basic Materials,
LYKALABS,LYKA LABS LTD,Pharmaceuticals,Healthcare,
LYPSAGEMS,LYPSA GEMS & JEWELLERY LTD,Other Apparels & Accessories,CDGS ,
M&M,MAHINDRA & MAHINDRA LTD,Cars & Utility Vehicles,CDGS ,
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD,Fin COS (including NBFCs),Finance,
MAANALU,MAAN ALUMINIUM LTD,ALUMINIUM,Basic Materials,
MACPOWER,MACPOWER CNC MACHINES LTD,INDUSTRIAL EQUIPMENT,CAPITAL GOODS,
MADHAV,MADHAV MARBLES AND GRANITES LTD,GRANITES / MARBLES,Basic Materials,
MADHUCON,MADHUCON PROJECTS LTD,Construction & Engineering,CAPITAL GOODS,
MADRASFERT,MADRAS FERTILIZERS LTD,FERTILIZERS,Basic Materials,
MAESGETF,MIRAE ASSET MUTUAL FUND -MIRAE ASSET ESG SECTOR LEADERS ETF,MF / ETF,Finance,
MAFANG,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NYSE FANG+ ETF,MF / ETF,Finance,
MAFSETF,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY FINANCIAL SERVICES ETF,MF / ETF,Finance,
MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,Sugar,FMCG ,
MAGNUM,MAGNUM VENTURES LTD,Paper & Paper Products,Basic Materials,
MAHABANK,BANK OF MAHARASHTRA,BANKS - PVT,Finance,
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD,Fin COS (including NBFCs),Finance,
MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD,IRON & STEEL PRODUCTS,Basic Materials,
MAHEPC,MAHINDRA EPC IRRIGATION LTD,PLASTIC PRODUCTS,Industrials,
MAHESHWARI,MAHESHWARI LOGISTICS LTD,LOGISTICS SOLUTION PROVIDER,SERVICES,
MAHINDCIE,MAHINDRA CIE AUTOMOTIVE LTD, Industrial Products,Industrials,
MAHKTECH,MIRAE ASSET MUTUAL FUND - MIRAE ASSET HANG SENG TECH ETF,MF / ETF,Finance,
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD,Realty,CAPITAL GOODS,
MAHLOG,MAHINDRA LOGISTICS LTD,LOGISTICS SOLUTION PROVIDER,SERVICES,
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD,INVESTMENT COMPANIES,Finance,
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,IRON & STEEL PRODUCTS,Basic Materials,
MAITHANALL,MAITHAN ALLOYS LTD,Iron & Steel and Intermediary Products,Basic Materials,
MALUPAPER,MALU PAPER MILLS LTD,Paper & Paper Products,Basic Materials,
MAN50ETF,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 50 ETF,MF / ETF,Finance,
MANAKALUCO,MANAKSIA ALUMINIUM COMPANY LTD,ALUMINIUM,Basic Materials,
MANAKCOAT,MANAKSIA COATED METALS & INDUSTRIES LTD,IRON & STEEL PRODUCTS,Basic Materials,
MANAKSIA,MANAKSIA LTD,IRON & STEEL PRODUCTS,Basic Materials,
MANAKSTEEL,MANAKSIA STEELS LTD,IRON & STEEL PRODUCTS,Basic Materials,
MANALIPETC,MANALI PETROCHEMICALS LTD,Petrochemicals,Basic Materials,
MANAPPURAM,MANAPPURAM FINANCE LTD,Fin COS (including NBFCs),Finance,
MANGALAM,MANGALAM DRUGS AND ORGANICS LTD,Pharmaceuticals,Healthcare,
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD,FERTILIZERS,Basic Materials,
MANGLMCEM,MANGALAM CEMENT LTD,Cement & Cement Products,Basic Materials,
MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD,Forest Products - PLY & BOARDS,Basic Materials,
MANINDS,MAN INDUSTRIES (INDIA) LTD,IRON & STEEL PRODUCTS,Basic Materials,
MANINFRA,MAN INFRACONSTRUCTION LTD,Construction & Engineering,CAPITAL GOODS,
MANORG,MANGALAM ORGANICS LTD,Commodity Chemicals,Basic Materials,
MANPASAND,MANPASAND BEVERAGES LTD,CONSUMER FOOD,FMCG ,
MANUGRAPH,MANUGRAPH INDIA LTD,Industrial Machinery,CAPITAL GOODS,
MANXT50,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - MI,MF / ETF,Finance,
MAPMYINDIA,C.E. INFO SYSTEMS LTD,Software Products,Information Technology,
MARALOVER,MARAL OVERSEAS LTD,Textiles,Industrials,
MARATHON,MARATHON NEXTGEN REALTY LTD,Realty,CAPITAL GOODS,
MARICO,MARICO LTD,Personal Products,FMCG ,
MARINE,MARINE ELECTRICALS (INDIA) LTD,INDUSTRIAL EQUIPMENT,CAPITAL GOODS,
MARKSANS,MARKSANS PHARMA LTD,Pharmaceuticals,Healthcare,
MARSHALL,MARSHALL MACHINES LTD,INDUSTRIAL EQUIPMENT,CAPITAL GOODS,
MARUTI,MARUTI SUZUKI INDIA LTD,Cars & Utility Vehicles,CDGS ,
MASFIN,MAS FINANCIAL SERVICES LTD,Fin COS (including NBFCs),Finance,
MASKINVEST,MASK INVESTMENTS LTD,NBFC,Finance,
MASPTOP50,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P 500 TOP 50 ETF,MF / ETF,Finance,
MASTEK,MASTEK LTD,Software Products,Information Technology,
MATRIMONY,MATRIMONY.COM LTD,Internet Software & Services,Information Technology,
MAWANASUG,MAWANA SUGARS LTD,Sugar,FMCG ,
MAXHEALTH,MAX HEALTHCARE INSTITUTE LTD,Healthcare  - Facilities,Healthcare,
MAXIND,MAX INDIA LTD,Holding Companies,Finance,
MAXINDIA,MAX INDIA LTD,Healthcare  - Services,Healthcare,
MAXVIL,MAX VENTURES AND INDUSTRIES LTD,Holding Companies,Finance,
MAYURUNIQ,MAYUR UNIQUOTERS LTD,Other Apparels & Accessories,CDGS ,
MAZDA,MAZDA LTD,INDUSTRIAL EQUIPMENT,CAPITAL GOODS,
MAZDOCK,MAZAGON DOCK SHIPBUILDERS LTD,Defence,CAPITAL GOODS,
MBAPL,MADHYA BHARAT AGRO PRODUCTS LTD,PESTICIDES AND AGROCHEMICALS,Basic Materials,
MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD,Construction & Engineering,CAPITAL GOODS,
MBLINFRA,MBL INFRASTRUCTURES LTD,Construction & Engineering,CAPITAL GOODS,
MCDHOLDING,MCDOWELL HOLDINGS LTD,INVESTMENT COMPANIES,Finance,
MCDOWELL-N,UNITED SPIRITS LTD,Breweries & Distilleries,FMCG ,
MCL,MADHAV COPPER LTD,COPPER & COPPER PRODUCTS,Basic Materials,
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD,Tea & Coffee,FMCG ,
MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD,STOCK EXCHANGE,Finance,
MEDICAMEQ,MEDICAMEN BIOTECH LTD,Pharmaceuticals,Healthcare,
MEGASOFT,MEGASOFT LTD,Software Products,Information Technology,
MEGH,MEGHMANI ORGANICS LTD,PESTICIDES AND AGROCHEMICALS,Basic Materials,
MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD,IT ENABLED SERVICES - SOFTWARE,Information Technology,
MENONBE,MENON BEARINGS LTD,Auto Parts & Equipment,CDGS ,
MEP,MEP INFRASTRUCTURE DEVELOPERS LTD,Roads & Highways,Industrials,
MERCATOR,MERCATOR LTD,Shipping,SERVICES,
METALFORGE,METALYST FORGINGS LTD, Industrial Products,Industrials,
METKORE,METKORE ALLOYS & INDUSTRIES LTD,STEEL PRODUCTS,Industrials,
METROPOLIS,METROPOLIS HEALTHCARE LTD,Healthcare  - Services,Healthcare,
MFL,MEGHMANI FINECHEM LTD,Specialty Chemicals,Basic Materials,
MFSL,MAX FINANCIAL SERVICES LTD,Life Insurance,Finance,
MGEL,MANGALAM GLOBAL ENTERPRISE LTD,CONSUMER FOOD,FMCG ,
MGL,MAHANAGAR GAS LTD,Oil Marketing & Distribution,Energy,
MGOLD,NA,MF / ETF - GOLD ETF,Finance,NON EXSISTENT
MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD,Hotels,SERVICES,
MIC,MIC ELECTRONICS LTD,Electronic Components / Equipment & Instruments,CAPITAL GOODS,
MIDHANI,MISHRA DHATU NIGAM LTD,Defence,CAPITAL GOODS,
MINDACORP,MINDA CORPORATION LTD,Auto Parts & Equipment,CDGS ,
MINDAIND,MINDA INDUSTRIES LTD,Auto Parts & Equipment,CDGS ,
MINDTECK,MINDTECK (INDIA) LTD,Software Products,Information Technology,
MINDTREE,MINDTREE LTD,COMPUTER SOFTWARE MAJOR,Information Technology,
MIRCELECTR,MIRC ELECTRONICS LTD,Consumer Electronics,CAPITAL GOODS,
MIRZAINT,MIRZA INTERNATIONAL LTD,Footwear,CDGS ,
MITTAL,MITTAL LIFE STYLE LTD,FABRICS & GARMENTS,CDGS ,
MMFL,MM FORGINGS LTD, Industrial Products,Industrials,
MMP,MMP INDUSTRIES LTD,ALUMINIUM,Basic Materials,
MMTC,MMTC LTD,Trading Companies & Distributors,SERVICES,
MODIRUBBER,MODI RUBBER LTD,Tyres & Rubber Products,CAPITAL GOODS,
MODISNME,MODISON METALS LTD,Other Electrical Equipment/ Products,Industrials,
MOGSEC,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL 5 YEAR G SEC ETF - GROWTH,MF / ETF,Finance,
MOHITIND,MOHIT INDUSTRIES LTD,Textiles,Industrials,
MOHOTAIND,MOHOTA INDUSTRIES LTD,FABRICS & GARMENTS,CDGS ,
MOIL,MOIL LTD,Mining,Basic Materials,
MOKSH,MOKSH ORNAMENTS LTD,GEMS  / JEWELLERY & WATCHES,CDGS ,
MOL,MEGHMANI ORGANICS LTD,Agrochemicals,Basic Materials,
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,IT ENABLED SERVICES - SOFTWARE,Information Technology,
MOLDTKPAC,MOLD-TEK PACKAGING LTD,Containers & Packaging,Industrials,
MOLDTKPAC,MOLD-TEK PACKAGING LTD,Containers & Packaging,Industrials,
MOM100,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M100 ETF GO,MF / ETF,Finance,
MOM50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M50 ETF,MF / ETF,Finance,
MON100,MOTILAL OSWAL MUTUAL FUND-MOTILAL OSWAL MOST SHARES NASDAQ 100 ETF -GO,MF / ETF,Finance,
MONTECARLO,MONTE CARLO FASHIONS LTD,Other Apparels & Accessories,CDGS ,
MORARJEE,MORARJEE TEXTILES LTD,Textiles,Industrials,
MOREPENLAB,MOREPEN LABORATORIES LTD,Pharmaceuticals,Healthcare,
MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD,Auto Parts & Equipment,CDGS ,
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD,Fin COS (including NBFCs),Finance,
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LTD,Fin COS (including NBFCs),Finance,
MPHASIS,MPHASIS LTD,IT Consulting & Application Software,Information Technology,
MPSLTD,MPS LTD,Education,SERVICES,
MRF,MRF LTD,Tyres & Rubber Products,CAPITAL GOODS,
MRO-TEK,MRO-TEK REALTY LTD,Networking Equipment,Information Technology,
MRPL,MANGALORE REFINERY AND PETROCHEMICALS LTD,Refineries & Petroleum Products,Energy,
MSPL,MSP STEEL & POWER LTD,IRON & STEEL PRODUCTS,Basic Materials,
MSTCLTD,MSTC LTD,Trading Companies & Distributors,SERVICES,
MTARTECH,MTAR TECHNOLOGIES LTD,Industrial Machinery,CAPITAL GOODS,
MTEDUCARE,MT EDUCARE LTD,Education,SERVICES,
MTNL,MAHANAGAR TELEPHONE NIGAM LTD,Telecommunication Services,Telecom,
MUKANDENGG,MUKAND ENGINEERS LTD,CONSTRUCTION CIVIL,CAPITAL GOODS,
MUKANDLTD,MUKAND LTD,Iron & Steel and Intermediary Products,Basic Materials,
MUKTAARTS,MUKTA ARTS LTD,Movies & Entertainment,SERVICES,
MUNJALAU,MUNJAL AUTO INDUSTRIES LTD,Auto Parts & Equipment,CDGS ,
MUNJALSHOW,MUNJAL SHOWA LTD,Auto Parts & Equipment,CDGS ,
MURUDCERA,MURUDESHWAR CERAMICS LTD,CERAMICS / GRANITES ,CDGS ,
MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LTD,NBFC,Finance,
MUTHOOTFIN,MUTHOOT FINANCE LTD,Fin COS (including NBFCs),Finance,
NACLIND,NACL INDUSTRIES LTD,Agrochemicals,Basic Materials,
NAGAFERT,NAGARJUNA FERTILIZERS AND CHEMICALS LTD,FERTILIZERS,Basic Materials,
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD,INVESTMENT COMPANIES,Finance,
NAGREEKEXP,NAGREEKA EXPORTS LTD,Textiles,Industrials,
NAHARCAP,NAHAR CAPITAL AND FINANCIAL SERVICES LTD,INVESTMENT COMPANIES,Finance,
NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD,Textiles,Industrials,
NAHARPOLY,NAHAR POLY FILMS LTD,Containers & Packaging,Industrials,
NAHARSPING,NAHAR SPINNING MILLS LTD,Textiles,Industrials,
NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGEMENT LTD,Asset Management Companies,Finance,
NATCOPHARM,NATCO PHARMA LTD,Pharmaceuticals,Healthcare,
NATHBIOGEN,NATH BIO-GENES (INDIA) LTD,Other Agricultural Products,FMCG ,
NATIONALUM,NATIONAL ALUMINIUM COMPANY LTD,ALUMINIUM,Basic Materials,
NATNLSTEEL,NATIONAL STEEL AND AGRO INDUSTRIES LTD,Iron & Steel and Intermediary Products,Basic Materials,
NAUKRI,INFO EDGE (INDIA) LTD,ONLINE SERVICES,SERVICES,
NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LTD,Specialty Chemicals,Basic Materials,
NAVKARCORP,NAVKAR CORPORATION LTD,Transport Related Services,SERVICES,
NAVNETEDUL,NAVNEET EDUCATION LTD,PRINTING & PUBLICATION,SERVICES,
NAZARA,NAZARA TECHNOLOGIES LTD,Software Products,Information Technology,
NBCC,NBCC (INDIA) LTD,Construction & Engineering,CAPITAL GOODS,
NBIFIN,N. B. I. INDUSTRIAL FINANCE COMPANY LTD,NBFC,Finance,
NBVENTURES,NAVA BHARAT VENTURES LTD,Electric Utilities,Utilities,
NCC,NCC LTD,Construction & Engineering,CAPITAL GOODS,
NCLIND,NCL INDUSTRIES LTD,Cement & Cement Products,Basic Materials,
NCPSESDL24,NIPPON INDIA MUTUAL FUND-NIPPON INDIA ETF NIFTY CPSE BOND PLUS SDL-24,MF / ETF,Finance,
NDGL,NAGA DHUNSERI GROUP LTD,Tea & Coffee,FMCG ,
NDL,NANDAN DENIM LTD,Textiles,Industrials,
NDRAUTO,NDR AUTO COMPONENTS LTD,Auto Parts & Equipment,CDGS ,
NDTV,NEW DELHI TELEVISION LTD,Broadcasting & Cable TV,SERVICES,
NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD,LOGISTICS SOLUTION PROVIDER,SERVICES,
NECLIFE,NECTAR LIFESCIENCES LTD,Pharmaceuticals,Healthcare,
NELCAST,NELCAST LTD, Industrial Products,Industrials,
NELCO,NELCO LTD,Networking Equipment,Information Technology,
NEOGEN,NEOGEN CHEMICALS LTD,Specialty Chemicals,Basic Materials,
NESCO,NESCO LTD,Diversified Commercial Services,Diversified,
NESTLEIND,NESTLE INDIA LTD,Packaged Foods,FMCG ,
NETF,TATA NIFTY EXCHANGE TRADED FUND,MF / ETF,Finance,
NETFCONSUM,NIPPON INDIA ETF CONSUMPTION,MF / ETF,Finance,
NETFDIVOPP,NIPPON INDIA ETF DIVIDEND OPPORTUNITIES,MF / ETF,Finance,
NETFGILT5Y,NIPPON INDIA MUTUAL FUND - NIPPON INDIA ETF 5 YEAR GILT,MF / ETF,Finance,
NETFIT,NIPPON LIFE INDIA ASSET MANAGEMENT LTD,MF / ETF,Finance,
NETFLTGILT,NIPPON INDIA ETF LONG TERM GILT,MF / ETF,Finance,
NETFMID150,NIPPON INDIA ETF NIFTY MIDCAP 150,MF / ETF,Finance,
NETFNIF100,NIPPON INDIA ETF NIFTY 100,MF / ETF,Finance,
NETFNV20,NIPPON INDIA ETF NV20,MF / ETF,Finance,
NETFPHARMA,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY PHARMA ETF,MF / ETF,Finance,
NETFSDL26,NIPPON INDIA MUTUAL FUND - ETF NIFTY SDL - 2026 MATURITY,MF / ETF,Finance,
NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD,Advertising & Media Agencies,SERVICES,
NEULANDLAB,NEULAND LABORATORIES LTD,Pharmaceuticals,Healthcare,
NEWGEN,NEWGEN SOFTWARE TECHNOLOGIES LTD,IT Consulting & Application Software,Information Technology,
NEXTMEDIA,NEXT MEDIAWORKS LTD,MEDIA & ENTERTAINMENT,SERVICES,
NFL,NATIONAL FERTILIZERS LTD,FERTILIZERS,Basic Materials,
NGIL,NAKODA GROUP OF INDUSTRIES LTD,Packaged Foods,FMCG ,
NH,NARAYANA HRUDAYALAYA LTD.,Healthcare  - Facilities,Healthcare,
NHPC,NHPC LTD,Electric Utilities - GENERATION,Utilities,
NIACL,THE NEW INDIA ASSURANCE COMPANY LTD,General Insurance,Finance,
NIBL,NRB INDUSTRIAL BEARINGS LTD, Industrial Goods,Industrials,
NIFTYBEES,NIPPON INDIA ETF NIFTY BEES,MF / ETF,Finance,
NIFTYEES,EDELWEISS ETF - NIFTY 50,MF / ETF,Finance,
NIITLTD,NIIT LTD,IT Training Services,Information Technology,
NILAINFRA,NILA INFRASTRUCTURES LTD,RESIDENTIAL/COMMERCIAL/SEZ Project,CAPITAL GOODS,
NILASPACES,NILA SPACES LTD,Realty,CAPITAL GOODS,
NILKAMAL,NILKAMAL LTD,PLASTIC PRODUCTS,Industrials,
NIPPOBATRY,INDO-NATIONAL LTD,Non-Durable Household Products,FMCG ,
NIRAJ,NIRAJ CEMENT STRUCTURALS LTD,Construction & Engineering,CAPITAL GOODS,
NITCO,NITCO LTD,CERAMICS / GRANITES ,CDGS ,
NITINFIRE,NITIN FIRE PROTECTION INDUSTRIES LTD,Industrial Machinery,CAPITAL GOODS,
NITINSPIN,NITIN SPINNERS LTD,Textiles,Industrials,
NITIRAJ,NITIRAJ ENGINEERS LTD,Consumer Electronics,CAPITAL GOODS,
NKIND,NK INDUSTRIES LTD,Edible Oils,FMCG ,
NLCINDIA,NLC INDIA LTD,Electric Utilities,Utilities,
NMDC,NMDC LTD,Mining,Basic Materials,
NOCIL,NOCIL LTD,Specialty Chemicals,Basic Materials,
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD,Roads & Highways,Industrials,
NOVARTIND,NOVARTIS INDIA LTD,Pharmaceuticals,Healthcare,
NPBET,TATA NIFTY PRIVATE BANK EXCHANGE TRADED FUND,MF / ETF,Finance,
NRAIL,N R AGARWAL INDUSTRIES LTD,Paper & Paper Products,Basic Materials,
NRBBEARING,NRB BEARING LTD,Industrial Machinery,CAPITAL GOODS,
NSIL,NALWA SONS INVESTMENTS LTD,Fin COS (including NBFCs),Finance,
NTL,NEUEON TOWERS LTD,Heavy Electrical Equipment,Industrials,
NTPC,NTPC LTD,Electric Utilities - GENERATION,Utilities,
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD,Software Products,Information Technology,
NURECA,NURECA LTD,Healthcare  - Supplies,Healthcare,
NUVOCO,NUVOCO VISTAS CORPORATION LTD,Cement & Cement Products,Basic Materials,
NXTDIGITAL,NXTDIGITAL LTD,Broadcasting & Cable TV,SERVICES,
NYKAA,FSN E COMMERCE VENTURES LTD,ONLINE SERVICES,SERVICES,
OAL,ORIENTAL AROMATICS LTD,Specialty Chemicals,Basic Materials,
OBEROIRLTY,OBEROI REALTY LTD,Realty,CAPITAL GOODS,
OCCL,ORIENTAL CARBON & CHEMICALS LTD,Specialty Chemicals,Basic Materials,
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD,IT Consulting & Application Software,Information Technology,
OIL,OIL INDIA LTD,OIL Exploration & Production,Energy,
OILCOUNTUB,OIL COUNTRY TUBULAR LTD,Oil Equipment & Services,Energy,
OISL,OCL IRON AND STEEL LTD,IRON & STEEL PRODUCTS,Basic Materials,
OLECTRA,OLECTRA GREENTECH LTD,"Construction, Agricultural & Commercial Vehicles",CAPITAL GOODS,
OMAXAUTO,OMAX AUTOS LTD,Auto Parts & Equipment,CDGS ,
OMAXE,OMAXE LTD,Realty,CAPITAL GOODS,
OMINFRAL,OM INFRA LTD,Construction & Engineering,CAPITAL GOODS,
OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD,Specialty Chemicals,Basic Materials,
ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD,Financial Services,Finance,
ONEPOINT,ONE POINT ONE SOLUTIONS LTD,IT ENABLED SERVICES - SOFTWARE,Information Technology,
ONGC,OIL & NATURAL GAS CORPORATION LTD,OIL Exploration & Production,Energy,
ONMOBILE,ONMOBILE GLOBAL LTD,Other Telecom Services,Telecom,
